PMS Code,PMS Code Description,$ Value,Reporting Category,Active/Inactive,Dose Count
93-417,RC K9 Advanced Mobility Can,4.28,Diet Manufacturers - Royal Canin,active,0
93-417,RC K9 Advanced Mobility Can,4.28,Revenue Profit Categories - Diet Revenue,active,0
93-401,RC FE Urinary SO Mod. Cal. 1.5kg,25.36,Diet Manufacturers - Royal Canin,active,0
93-401,RC FE Urinary SO Mod. Cal. 1.5kg,25.36,Revenue Profit Categories - Diet Revenue,active,0
93-52,RC FE Urinary SO 1.5kg,27.96,Diet Manufacturers - Royal Canin,active,0
93-52,RC FE Urinary SO 1.5kg,27.96,Revenue Profit Categories - Diet Revenue,active,0
2-5,Rabies 1 Year Alone,93.2,Revenue Profit Categories - Vaccines,inactive,0
14-25,Pregnancy Charge - Early,60.1,Revenue Profit Categories - Surgery,active,0
17-21,Extraction Deciduous Canine,18.4,Revenue Profit Categories - Dentistry,active,0
302-3,Comprehensive Diagnostic Profile,193.37,Revenue Profit Categories - Lab (in-house),active,0
54-16,Cisapride 5mg/mlLiquid,0.43,Revenue Profit Categories - Drug and Medications,active,0
2-5,Rabies 1 Year Alone,93.2,Vaccinations - Rabies,inactive,0
7-101,Ampicillin Injection 100mg/ml per ml,0.79,Revenue Profit Categories - Injections,active,0
7-387,Cytopoint 20mg Vial,67.24,Revenue Profit Categories - Injections,active,0
51-233,Galliprant 100mg Tablet,18.08,Revenue Profit Categories - Drug and Medications,active,0
51-233,Galliprant 100mg Tablet,18.08,Medication Breakout - Pain,active,0
WEBST,Web Store Purchase,0.0,Revenue Profit Categories - Over The Counter,active,0
2-7,FeLV Vaccine 1st,28.3,Revenue Profit Categories - Vaccines,active,0
2-7,FeLV Vaccine 1st,28.3,Vaccinations - FELV,active,0
93-139,RC K9 Satiety Support 8kg,82.34,Diet Manufacturers - Royal Canin,active,0
93-139,RC K9 Satiety Support 8kg,82.34,Revenue Profit Categories - Diet Revenue,active,0
62-70,Vetoryl 5 mg Per Capsule,2.29,Revenue Profit Categories - Drug and Medications,active,0
100-189,Canine I/D - Can,4.4,Diet Manufacturers - Hill's,active,0
100-189,Canine I/D - Can,4.4,Revenue Profit Categories - Diet Revenue,active,0
100-264,Feline K/D 1.8kg,33.13,Diet Manufacturers - Hill's,active,0
100-264,Feline K/D 1.8kg,33.13,Revenue Profit Categories - Diet Revenue,active,0
100-537,Canine Derm Defense 2.72kg,44.52,Diet Manufacturers - Hill's,active,0
100-537,Canine Derm Defense 2.72kg,44.52,Revenue Profit Categories - Diet Revenue,active,0
12-498,Cytology (slide) withDesc. - 3 Sites,81.95,Revenue Profit Categories - Lab (external),active,0
30-1006,Anxitane Med/Large 30 tabs,45.86,Revenue Profit Categories - Over The Counter,active,0
100-295,Feline W/D 1.8kg,27.96,Diet Manufacturers - Hill's,active,0
100-295,Feline W/D 1.8kg,27.96,Revenue Profit Categories - Diet Revenue,active,0
21-10,500 mls Lactated Ringers,6.55,Revenue Profit Categories - Fluid Therapy,active,0
1-4,Physical Examination - Rodent,54.7,Revenue Profit Categories - Exams,active,0
67-156,Viaderm KC Cream 30gr,22.22,Revenue Profit Categories - Drug and Medications,active,0
67-156,Viaderm KC Cream 30gr,22.22,Medication Breakout - Derm,active,0
102-11,Buster Collar 7.5,8.86,Revenue Profit Categories - Over The Counter,active,0
6-15,Urethral/Bladder - Re-Catheterize,29.4,Revenue Profit Categories - Professional Services (Other),active,0
7-21,Vitamin B12 Inj per ml,1.06,Revenue Profit Categories - Injections,active,0
93-141,RC K9 Vegetarian - Can,4.48,Diet Manufacturers - Royal Canin,active,0
93-141,RC K9 Vegetarian - Can,4.48,Revenue Profit Categories - Diet Revenue,active,0
93-266,RC K9 Gastro Int Low Fat 3kg,51.77,Diet Manufacturers - Royal Canin,active,0
93-266,RC K9 Gastro Int Low Fat 3kg,51.77,Revenue Profit Categories - Diet Revenue,active,0
94-8,PVD Feline DM 4.54KG,74.89,Diet Manufacturers - Purina,active,0
63-13,BNP Eye Ointment3.5g,17.84,Revenue Profit Categories - Drug and Medications,active,0
94-8,PVD Feline DM 4.54KG,74.89,Revenue Profit Categories - Diet Revenue,active,0
21-12,I.V. Catheter,3.96,Revenue Profit Categories - Fluid Therapy,active,0
6-100,Blood Pressure Measurement Repeat,31.6,Revenue Profit Categories - Diagnostic Imaging,active,0
64-201,Malacetic Otic Cleanser 237ml,32.74,Revenue Profit Categories - Drug and Medications,active,0
21-203,I.V. Pump Maintenance - Surgery,0.0,Revenue Profit Categories - Fluid Therapy,active,0
23-5,Medicated Bath - Giant,74.0,Revenue Profit Categories - Grooming,active,0
24-1,Ear Flush One Ear,49.2,Revenue Profit Categories - Drug and Medications,active,0
1-726,Electrocardiography (ECG),0.0,Revenue Profit Categories - Diagnostic Imaging,active,0
12-102,Dex. Suppression (3 samples) & kennel ch,297.75,Revenue Profit Categories - Lab (external),active,0
24-1,Ear Flush One Ear,49.2,Medication Breakout - Otics,active,0
64-250,KlearOtic 118ml,24.6,Revenue Profit Categories - Drug and Medications,active,0
64-250,KlearOtic 118ml,24.6,Medication Breakout - Otics,active,0
93-419,RC FE Satiety Support Can 164gr,2.61,Diet Manufacturers - Royal Canin,active,0
93-419,RC FE Satiety Support Can 164gr,2.61,Revenue Profit Categories - Diet Revenue,active,0
1-725,Toxicosis Management,0.0,Revenue Profit Categories - Professional Services (Other),active,0
150-2,SPCA - Dog Neuter Voucher,40.0,Revenue Profit Categories - Surgery,active,0
70-308,Critical Care 141gr Packet,29.68,Revenue Profit Categories - Over The Counter,active,0
71-80,CET Cat Toothbrush & Poultry Paste,10.66,Revenue Profit Categories - Over The Counter,active,0
16-57,Coxofemoral Luxation- Closed Reduction,319.4,Revenue Profit Categories - Surgery,active,0
93-632,RC K9 Anallergenic 9kg,139.35,Diet Manufacturers - Royal Canin,active,0
93-632,RC K9 Anallergenic 9kg,139.35,Revenue Profit Categories - Diet Revenue,active,0
24-20,Aural Cytology,32.6,Revenue Profit Categories - Lab (in-house),inactive,0
70-227,Florentero Paste 15ml,26.63,Revenue Profit Categories - Over The Counter,active,0
100-327,Canine Metabolic & Mobility 10.8kg,131.53,Diet Manufacturers - Hill's,active,0
100-327,Canine Metabolic & Mobility 10.8kg,131.53,Revenue Profit Categories - Diet Revenue,active,0
100-272,Feline M/D - Can,2.55,Diet Manufacturers - Hill's,active,0
100-272,Feline M/D - Can,2.55,Revenue Profit Categories - Diet Revenue,active,0
93-416,RC K9 Advanced Mobility & Satiety 8kg,105.63,Diet Manufacturers - Royal Canin,active,0
93-416,RC K9 Advanced Mobility & Satiety 8kg,105.63,Revenue Profit Categories - Diet Revenue,active,0
100-212,Canine R/D 3.85kg,43.99,Diet Manufacturers - Hill's,inactive,0
100-212,Canine R/D 3.85kg,43.99,Revenue Profit Categories - Diet Revenue,inactive,0
93-309,RC K9 Weight Control 3.5 kg,33.06,Diet Manufacturers - Royal Canin,active,0
93-309,RC K9 Weight Control 3.5 kg,33.06,Revenue Profit Categories - Diet Revenue,active,0
23-102,Non-Medicated Bath Feline,35.0,Revenue Profit Categories - Grooming,active,0
3-7,DA2P/Parvo Vaccine 3rd,28.3,Revenue Profit Categories - Vaccines,active,0
24-11,Ear Pluck Two Ears,34.6,Revenue Profit Categories - Professional Services (Other),active,0
3-23,Lyme Vaccine 1st,28.3,Revenue Profit Categories - Vaccines,active,0
3-23,Lyme Vaccine 1st,28.3,Vaccinations - Lyme,active,0
12-399,Histovet Pathology,133.56,Revenue Profit Categories - Lab (external),active,0
22-13,Pawz X-Large Green,2.88,Revenue Profit Categories - Over The Counter,active,0
4-3,Distemper Annual Vaccine,56.1,Revenue Profit Categories - Vaccines,active,0
4-3,Distemper Annual Vaccine,56.1,Vaccinations - DHPP(1y),active,0
71-39,CET Hextra Chews Petite,11.32,Revenue Profit Categories - Over The Counter,inactive,0
93-356,RC Feline Dental 12oz (mini),5.96,Diet Manufacturers - Royal Canin,active,0
93-356,RC Feline Dental 12oz (mini),5.96,Revenue Profit Categories - Diet Revenue,active,0
100-305,Feline C/D Urinary Stress -82gr Can,2.37,Diet Manufacturers - Hill's,active,0
100-305,Feline C/D Urinary Stress -82gr Can,2.37,Revenue Profit Categories - Diet Revenue,active,0
3-31,DA2P/Parvo Vaccine 1st,28.3,Revenue Profit Categories - Vaccines,active,0
3-31,DA2P/Parvo Vaccine 1st,28.3,Vaccinations - DHPP,active,0
64-41,Mometamax Otic 30gr,94.81,Revenue Profit Categories - Drug and Medications,inactive,0
64-41,Mometamax Otic 30gr,94.81,Medication Breakout: Otics - Mometamax,inactive,0
64-41,Mometamax Otic 30gr,94.81,Medication Breakout - Otics,inactive,0
65-228,Advantage Multi Feline Orange Per Vial,16.84,Revenue Profit Categories - Drug and Medications,active,1
65-228,Advantage Multi Feline Orange Per Vial,16.84,Parasiticides_Combo - Advantage Multi,active,1
65-303,Nexgard Red 136mg Per Tablet,21.31,Revenue Profit Categories - Drug and Medications,active,1
65-303,Nexgard Red 136mg Per Tablet,21.31,Parasiticides_External - NexGard,active,1
7-388,Cytopoint 40mg Vial,99.58,Revenue Profit Categories - Injections,active,0
102-330,Malacetic Pet Wipes (25),22.06,Revenue Profit Categories - Drug and Medications,active,0
102-330,Malacetic Pet Wipes (25),22.06,Medication Breakout - Derm,active,0
15-201,Euthansol per ml,0.64,Revenue Profit Categories - Euthanasia & Cremation,active,0
301-3,Cytology - 1 Site (True North),76.79,Revenue Profit Categories - Lab (external),active,0
65-244,Sentinel Green Single Tab,15.71,Revenue Profit Categories - Drug and Medications,inactive,1
65-244,Sentinel Green Single Tab,15.71,Parasiticides_Combo - Sentinel,inactive,1
14-29,Canine Orch/Cryptorchid - Abdominal,511.4,Revenue Profit Categories - Surgery,active,0
40-2,Euthanasia Feline,98.9,Revenue Profit Categories - Euthanasia & Cremation,active,0
64-25,Vet Sol Ear Cleaner 120 mls,11.81,Revenue Profit Categories - Drug and Medications,active,0
6-11,Catheterize - Female,62.7,Revenue Profit Categories - Professional Services (Other),active,0
6-24,Tear Duct Flush,71.5,Revenue Profit Categories - Professional Services (Other),active,0
64-25,Vet Sol Ear Cleaner 120 mls,11.81,Medication Breakout - Otics,active,0
102-255,Yesterday`s News Cat Litter 13.6kg,30.03,Revenue Profit Categories - Over The Counter,active,0
70-310,Pill Wrap,13.32,Revenue Profit Categories - Over The Counter,active,0
71-15,Vet Sol Enzadent Chews K-9 Petite,10.97,Revenue Profit Categories - Over The Counter,inactive,0
30-1013,Zylkene 450 Caps (30),79.21,Revenue Profit Categories - Over The Counter,active,0
94-128,PVD Canine Lite Snackers,14.33,Revenue Profit Categories - Over The Counter,active,0
69-12,K-Citrate 400mg Capsule,0.9,Revenue Profit Categories - Drug and Medications,active,0
93-415,RC K9 Advanced Mobility & Satiety 12kg,149.65,Diet Manufacturers - Royal Canin,active,0
93-415,RC K9 Advanced Mobility & Satiety 12kg,149.65,Revenue Profit Categories - Diet Revenue,active,0
12-501,Fluid Analysis with Cytology (2 Fluids),211.48,Revenue Profit Categories - Lab (external),active,0
65-227,Advantage Multi Canine Blue Per Vial,27.0,Revenue Profit Categories - Drug and Medications,active,1
65-227,Advantage Multi Canine Blue Per Vial,27.0,Parasiticides_Combo - Advantage Multi,active,1
100-199,Canine K/D 3.85kg,47.63,Diet Manufacturers - Hill's,active,0
100-199,Canine K/D 3.85kg,47.63,Revenue Profit Categories - Diet Revenue,active,0
105-36,Rayne Feline Adult Health RSS Can,2.42,Revenue Profit Categories - Diet Revenue,active,0
30-1010,Zylkene 75mg Caps (30),28.52,Revenue Profit Categories - Over The Counter,active,0
301-7,Small Animal Comp Profile (True North),147.08,Revenue Profit Categories - Lab (external),active,0
100-425,Canine K/D Beef Stew Can,4.57,Diet Manufacturers - Hill's,active,0
100-425,Canine K/D Beef Stew Can,4.57,Revenue Profit Categories - Diet Revenue,active,0
93-312,RC K9 Adult 4kg,38.83,Diet Manufacturers - Royal Canin,active,0
93-312,RC K9 Adult 4kg,38.83,Revenue Profit Categories - Diet Revenue,active,0
65-233,Advantage Multi single vial teal,18.86,Revenue Profit Categories - Drug and Medications,inactive,1
65-233,Advantage Multi single vial teal,18.86,Parasiticides_Combo - Advantage Multi,inactive,1
7-89,Calcium Gluconate 100mg/ml per ml,1.78,Revenue Profit Categories - Injections,active,0
3-11,Rabies Vaccine 1 Year,28.3,Revenue Profit Categories - Vaccines,active,0
65-226,Advantage Multi Canine Green Per Vial,19.76,Revenue Profit Categories - Drug and Medications,active,1
65-226,Advantage Multi Canine Green Per Vial,19.76,Parasiticides_Combo - Advantage Multi,active,1
70-222,Zinpro Zinc Chews (180),35.59,Revenue Profit Categories - Over The Counter,active,0
100-186,Canine J/D - Can,5.87,Diet Manufacturers - Hill's,active,0
100-186,Canine J/D - Can,5.87,Revenue Profit Categories - Diet Revenue,active,0
24-10,Ear Pluck One Ear,22.6,Revenue Profit Categories - Drug and Medications,active,0
71-41,CET Hextra Chew Medium/Small,15.72,Revenue Profit Categories - Over The Counter,active,0
24-10,Ear Pluck One Ear,22.6,Medication Breakout - Otics,active,0
302-4,NSAID Profile,83.4,Revenue Profit Categories - Lab (in-house),active,0
56-211,Dexamethasone 1mg/ml,1.14,Revenue Profit Categories - Drug and Medications,active,0
7-73,Metronidazole Injection per ml,0.29,Revenue Profit Categories - Injections,active,0
12-84,FeLV Antigen by IFA,198.55,Revenue Profit Categories - Lab (external),active,0
93-268,RC FE Gastro Int Fibre Resp 4kg,70.41,Diet Manufacturers - Royal Canin,active,0
93-268,RC FE Gastro Int Fibre Resp 4kg,70.41,Revenue Profit Categories - Diet Revenue,active,0
102-355,Mini Pet First Aid Kit (Orange),12.5,Revenue Profit Categories - Over The Counter,active,0
64-266,Surolan per ml,1.6,Revenue Profit Categories - Drug and Medications,active,0
64-266,Surolan per ml,1.6,Medication Breakout: Otics - Surolan,active,0
64-266,Surolan per ml,1.6,Medication Breakout - Otics,active,0
12-613,Thyroid OFA Registry Profile,370.75,Revenue Profit Categories - Lab (external),active,0
71-6,Vet Sol Enzadent Toothpaste 90g,9.86,Revenue Profit Categories - Over The Counter,active,0
300-5,Recheck 5days,0.0,Revenue Profit Categories - Exams,inactive,0
56-15,Atopica 100mg Capsule,6.51,Revenue Profit Categories - Drug and Medications,active,0
56-15,Atopica 100mg Capsule,6.51,Medication Breakout - Derm,active,0
65-68,Interceptor Plus Orange 2.3mg tablet,5.81,Revenue Profit Categories - Drug and Medications,active,1
65-68,Interceptor Plus Orange 2.3mg tablet,5.81,Parasiticides_Internal - Interceptor Plus,active,1
51-220,Gabapentin 20mg Tablet,0.47,Revenue Profit Categories - Drug and Medications,inactive,0
51-220,Gabapentin 20mg Tablet,0.47,Medication Breakout - Pain,inactive,0
64-265,Mometamax per ml,2.25,Revenue Profit Categories - Drug and Medications,active,0
64-265,Mometamax per ml,2.25,Medication Breakout: Otics - Mometamax,active,0
64-265,Mometamax per ml,2.25,Medication Breakout - Otics,active,0
65-202,Revolution Purple (2.6-5kg) Per Vial,20.11,Revenue Profit Categories - Drug and Medications,active,1
65-202,Revolution Purple (2.6-5kg) Per Vial,20.11,Parasiticides_Combo - Revolution,active,1
100-426,Canine K/D Chicken Stew Can,4.57,Diet Manufacturers - Hill's,active,0
100-426,Canine K/D Chicken Stew Can,4.57,Revenue Profit Categories - Diet Revenue,active,0
105-22,Rayne Canine Adult Health RSS 3kg,40.11,Revenue Profit Categories - Diet Revenue,inactive,0
93-533,RC K9 Mature Consult 9kg,78.72,Diet Manufacturers - Royal Canin,active,0
93-533,RC K9 Mature Consult 9kg,78.72,Revenue Profit Categories - Diet Revenue,active,0
93-306,RC K9 Development 10kg,87.51,Diet Manufacturers - Royal Canin,active,0
70-163,RX Vitamins Hepato Support Cap (180),90.71,Revenue Profit Categories - Over The Counter,active,0
7-24,Lidocaine Inj per ml,3.69,Revenue Profit Categories - Injections,active,0
66-32,Dermazole Shampoo 237ml,19.45,Revenue Profit Categories - Drug and Medications,active,0
10-1,Animal Supervision Feline,25.8,Revenue Profit Categories - Boarding,active,0
105-42,Rayne Canine Growth Sensitive GI Can,4.93,Revenue Profit Categories - Diet Revenue,active,0
66-32,Dermazole Shampoo 237ml,19.45,Medication Breakout - Derm,active,0
93-526,RC K9 Renal Support D Can,4.54,Diet Manufacturers - Royal Canin,active,0
93-526,RC K9 Renal Support D Can,4.54,Revenue Profit Categories - Diet Revenue,active,0
53-23,Potassium Bromide Caps 900mg,0.98,Revenue Profit Categories - Drug and Medications,active,0
102-45,Pure Bites Feline Chicken 17g,4.51,Revenue Profit Categories - Over The Counter,active,0
52-55,Cephalexin 250mg,0.48,Revenue Profit Categories - Drug and Medications,active,0
65-66,Interceptor Plus Blue 23mg tablet,14.28,Revenue Profit Categories - Drug and Medications,active,1
65-5,Ivomec per ml @10mg/ml per ml,0.74,Revenue Profit Categories - Drug and Medications,active,0
65-66,Interceptor Plus Blue 23mg tablet,14.28,Parasiticides_Internal - Interceptor Plus,active,1
94-9,PVD Feline DMCan (165gr),2.48,Diet Manufacturers - Purina,active,0
94-9,PVD Feline DMCan (165gr),2.48,Revenue Profit Categories - Diet Revenue,active,0
6-30,Enema,48.6,Revenue Profit Categories - Professional Services (Other),active,0
11-3,Cytology (in hospital),38.11,Revenue Profit Categories - Lab (in-house),active,0
65-229,Advantage Multi Feline Purple Per Vial,17.87,Revenue Profit Categories - Drug and Medications,active,1
65-229,Advantage Multi Feline Purple Per Vial,17.87,Parasiticides_Combo - Advantage Multi,active,1
65-78,Dolpac 25mg Tablet,13.75,Revenue Profit Categories - Drug and Medications,active,0
100-310,Feline Hypoallergenic Treats 2.5oz,8.28,Revenue Profit Categories - Over The Counter,active,0
1-39,Blood Collection Fee,28.5,Revenue Profit Categories - Lab (in-house),active,0
11-31,Urine Specific Gravity,12.3,Revenue Profit Categories - Lab (in-house),active,0
40-16,Private Cremation 21-50lbs (mother of pe,174.3,Revenue Profit Categories - Euthanasia & Cremation,active,0
11-4,Fecal Flotation,33.6,Revenue Profit Categories - Lab (in-house),active,0
11-4,Fecal Flotation,33.6,Testing - Fecal,active,0
70-201,Flortiflora Canine Calming Care Sachet,1.77,Revenue Profit Categories - Over The Counter,active,0
16-12,Exploratory Laparotomy,496.3,Revenue Profit Categories - Surgery,active,0
40-18,Private Cremation 81-100lbs (mother of p,295.6,Revenue Profit Categories - Euthanasia & Cremation,active,0
101-17,Capstar Green 11-57kg Per Tablet,7.33,Revenue Profit Categories - Drug and Medications,active,0
103-6,"Pain mgmt - canine, to go home",30.0,Revenue Profit Categories - Drug and Medications,active,0
